column1;audios;date;domain;intent;lastModified;sentence;sentenceid;slots
166;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes engadir: ovos e leite, na lista da compra?;5612c7e8-c5a3-47b9-8b9c-12c381068897;['list', ' element', ' date']
167;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Anota: zancos de pito, na lista da compra, por favor;63f88899-63b6-4fe8-864f-f86570b9bfb4;['list', ' element', ' date']
168;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Ponme na lista da compra un quilo de luras;9cc155e9-1604-4d66-b51b-f40bd4511ba7;['list', ' element', ' date']
169;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Engade: un par de allos porros, á lista da compra;2de012a7-3dc0-4598-b790-74ed2bb6e433;['list', ' element', ' date']
170;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Pon que teño que mercar catro xurelos na lista da compra;5c8f3614-a688-4fa8-aea4-b3ff21de20f8;['list', ' element', ' date']
171;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Engade ao inventario da compra: medio quilo de tomates;33c9defe-3a84-4d46-9e32-97c25655ca34;['list', ' element', ' date']
172;74;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:28;Podes agregar: cervexa, ao inventario que teño da compra?;24921cd4-f2bb-4dfd-b966-3e425e41779f;['list', ' element', ' date']
173;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes pór no inventario da compra: dous quilos de churrasco?;7cd3fe7b-064d-45b8-a002-a10e0f76364e;['list', ' element', ' date']
174;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Agrega: cápsulas de café, ao inventario da compra ;f2917c09-6115-4967-97f4-00ab38f22a8e;['list', ' element', ' date']
175;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Anota no inventario da compra: azucre e sal;47d6ecfa-70ba-4fc3-9f2b-7b3855075285;['list', ' element', ' date']
176;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes anotar que teño que comprar galletas na lista da compra?;335602be-7016-4031-984b-737490bc923f;['list', ' element', ' date']
177;70;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Ola, engade: regar as plantas, na lista de tarefas;1995ee34-68c3-4736-b354-407762d1197d;['list', ' element', ' date']
178;74;18/08/2022 7:53;lists;add_to_list;24/08/2022 9:09;Quero que agregues: tomar a pastilla, na lista de tarefas;de475a93-e4fb-4f03-81c8-76848d28a7ee;['list', ' element', ' date']
179;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes engadir: chamar os avós, á lista de tarefas?;8c0c580c-7032-4ea1-a04d-4e1a372c5d76;['list', ' element', ' date']
180;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Anota no inventario de tarefas que teño que sacar o lixo;a352524f-5988-45b6-8177-2e99f3e5fcd3;['list', ' element', ' date']
181;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Teño que chamar ao hotel, engádeo á lista de tarefas;09551b2e-6803-4548-875f-5df7eaaf6c05;['list', ' element', ' date']
182;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes pór na lista de tarefas que teño que recoller os zapatos?;db815bc5-4d00-4028-8234-df437e6affd8;['list', ' element', ' date']
183;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Agrega: poñer unha lavadora, á lista de tarefas;83e0f904-1576-4250-9610-87fea009d3b2;['list', ' element', ' date']
184;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Pon no inventario das tarefas que teño que limpar os cristais da cociña;c618373a-c4d7-4226-94fe-427409ea2ddd;['list', ' element', ' date']
185;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Poderías anotar que hai que chamar o fontaneiro?;631242d8-8664-4684-8b17-54be5fc12984;['list', ' element', ' date']
186;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Boas, anota na lista de tarefas que temos que recoller o paquete mañá;cbf170d6-da42-4ef0-a687-ba0fcd044f78;['list', ' element', ' date']
187;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Anótame unha cita o xoves vinte e catro ás sete;5c799d2f-2831-4185-9f20-b290313ab90f;['list', ' element', ' date']
188;76;18/08/2022 7:53;lists;add_to_list;22/08/2022 10:56;Engade que teño unha cita no médico o próximo venres ás once;9a4ce4f2-3b9b-486d-b87b-ff1848a8a4b3;['list', ' element', ' date']
189;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Por favor, engade ao calendario que teño que ir ao médico o próximo luns ás nove;3b910c01-ad27-4439-8cf3-38f206618731;['list', ' element', ' date']
190;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes engadirme no calendario que teño que recoller a roupa en dúas semanas?;3ad54ab7-b3b4-4db6-9418-ea0e73307dcd;['list', ' element', ' date']
191;74;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:20;Quero engadir un evento o mércores quince de agosto co asunto: aniversario primo;49748fb5-df9e-4955-ac3a-c34836937ef4;['list', ' element', ' date']
192;74;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:21;Engade un evento mañá ao meu calendario co asunto: partido sobriños;5951356a-0a9c-405f-aa7f-066e66d9e429;['list', ' element', ' date']
193;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes anotar no calendario que en dous venres teño que facer unha analítica?;deeef55a-1ef7-45a6-916b-0d6d890c7ec7;['list', ' element', ' date']
194;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Gustaríame que me lembres que o último venres do mes teño que pagarlle a meu pai;954a868c-46c8-4a67-a778-41da03768fa8;['list', ' element', ' date']
195;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Lémbrame que o mes que vén teño que facer a matrícula;08ac65d4-0037-4c63-b517-b88f4296a9f4;['list', ' element', ' date']
196;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Anota: veterinario, para o día un de xullo;348bfabc-1355-4d82-8175-9fa057467af3;['list', ' element', ' date']
197;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Crea un evento para recoller a roupa na tinturería o próximo luns;96e07756-27f2-4fe7-ba7d-2992d382bbbe;['list', ' element', ' date']
198;73;18/08/2022 7:53;lists;add_to_list;22/08/2022 7:20;Avísame de que en dúas semanas teño que levar o coche ao taller;063f83bf-8979-4eb0-8430-22fecbc7ef78;['list', ' element', ' date']
199;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Engade ao calendario que hai que pasar a revisión do camión este venres;ce6562b6-535b-4bd6-b21b-5b95a0363042;['list', ' element', ' date']
200;74;18/08/2022 7:53;lists;add_to_list;24/08/2022 14:25;Créame un evento para dentro dun mes, co tema: comprar libros;475bd30e-98a6-493a-83ea-c09b2c39e71c;['list', ' element', ' date']
201;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes crearme un evento para o dezasete de abril?;376900ce-625f-4244-9e91-183b25ebce8f;['list', ' element', ' date']
202;75;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:28;Crea un evento co asunto: concerto, para este sábado ás dúas;6358a437-4e1f-413d-9067-08e65f7f2203;['list', ' element', ' date']
203;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Anótame unha cita co fisioterapeuta para o martes ás dúas;2cec932e-f46b-4690-aa56-83f8589f423d;['list', ' element', ' date']
204;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Quero que engadas ao calendario o aniversario da miña prima este venres;bddd8e43-a9e1-490d-80e8-c84117a0d0aa;['list', ' element', ' date']
205;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Lémbrame que nun par de semanas teño que mercarlle o agasallo a meu pai;d1ef3d75-e338-4f37-9de7-85f8006f9a50;['list', ' element', ' date']
206;75;18/08/2022 7:53;lists;add_to_list;22/08/2022 10:53;Podes lembrarme que o sete de setembro estarán os meus tíos de aniversario?;bb6d5db5-645c-4134-80de-79de079d6b5e;['list', ' element', ' date']
207;75;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:21;Agrega: chamar a miña tía ao calendario este martes;5d97d84e-3a19-427d-bfdd-a139bfa52209;['list', ' element', ' date']
208;76;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Agrega ao calendario que o luns vinte e un teño que pedir cita no salón de peiteado;e6764206-7228-4113-a755-f9fd459002b5;['list', ' element', ' date']
209;73;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:35;Podes agregar á lista de tarefas que teño que chamar e cancelar a cita do médico?;18d5484e-25d5-4c7c-af3c-508d183e8a41;['list', ' element', ' date']
210;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Podes agregar ao calendario que o aniversario é o trinta de xuño?;269159d1-3de5-4cc0-b137-339bf480a594;['list', ' element', ' date']
211;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Faime o favor de anotar no meu calendario que teño que ir ás uñas o próximo mércores;36f2228d-a9f2-48e6-9f84-1a6ef8c377b1;['list', ' element', ' date']
212;75;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Este martes teño que recoller o resultado das probas, engádeo ao calendario;24ff44b5-d702-4625-8ac2-7ad75410a40b;['list', ' element', ' date']
213;74;18/08/2022 7:53;lists;add_to_list;18/08/2022 7:53;Ola. Poderías anotar no meu calendario que hai que chamar o pintor?;b5c4d2e7-6eed-4158-a269-06a4f0ec0a48;['list', ' element', ' date']
214;74;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:22;Engade: cita médica, ao calendario;7b20cc90-407c-4131-a85f-36235d8d0c84;['list', ' element', ' date']
215;74;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:22;Engade ao calendario: cita no Sergas este luns ás catro da tarde;e7d9f91c-680f-4ead-9125-e4cb23c6471e;['list', ' element', ' date']
216;75;18/08/2022 7:53;lists;add_to_list;23/08/2022 8:22;Pon un novo evento no calendario para mañá, co tema: cea empresa;b7204858-aa9b-4afe-a6bf-c71b9dc33f7e;['list', ' element', ' date']
217;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Pon unha alarma;6cf2d82d-6cd9-4d41-84d5-a0c49ed36cdc;['date']
218;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Quero que poñas unha alarma para mañá ás sete de mañá;7b41cf0e-772a-49b9-a94d-18f9b44a5f1e;['date']
219;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Podes pórme unha alarma hoxe ás cinco da tarde?;926d26f0-57f2-4c0a-bf73-33f3cebdeb6d;['date']
220;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Quero que poñas unha alerta para as oito da mañá do próximo luns;797ef4e9-1b3d-4c55-8ef1-898213ff9011;['date']
221;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Pon unha alerta para dentro de cinco minutos;f77ace8a-afe8-487c-9c03-7d0dae588262;['date']
222;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Avísame dentro de media hora;bba34d35-e61b-4415-939a-f1eab8999725;['date']
223;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Podes avisarme en dúas horas?;dcb036ce-b3b9-41b0-9f0d-550e3b6a499a;['date']
224;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Pon unha alerta para o sábado ás seis da tarde;5f55a2c1-dac5-4296-a363-5c804eb43704;['date']
225;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Espértame tódolos días ás sete;4b1e015f-57d6-435b-92d5-2752eb8d0101;['date']
226;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Ponme unha alerta en media hora para apagar o lume;457dd2c5-5599-49cf-99e1-710d4e3f6034;['date']
227;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Quero unha alarma as fins de semana para as nove da mañá;a3b45f5c-aee9-4ffd-97d0-4a62cefdda76;['date']
228;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Podes avisarme tódolos domingos ás oito?;f613f54e-88cd-4ab0-ae4b-dfce6dfec3e7;['date']
229;75;18/08/2022 7:53;alarm;add_alarm;23/08/2022 8:27;Configura unha alarma para as seis e media da tarde;5896e4ae-cda4-4e93-8303-52d1870f3ccf;['date']
230;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Podes configurar unha alerta en corenta e cinco minutos?;1f4dd3f9-e9a9-49b0-8f27-8b38bb69a07f;['date']
231;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Pon unha alarma tódolos martes ás dúas da tarde;4c5b2fc7-4704-46dd-954c-a910c58ccd06;['date']
232;75;18/08/2022 7:53;alarm;add_alarm;19/08/2022 15:32;Configura unha alarma os luns e os mércores ás once da mañá;afe6dc34-5858-48ac-a2cf-5b639d195630;['date']
233;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Pon un temporizador de sete minutos;f84c4fd4-d878-4a8a-855b-220420b14bfb;['date']
234;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Pon unha conta atrás para dez minutos;6eb8eeee-f550-44d1-9e0b-cbb01b7d7d4f;['date']
235;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Podes pór un temporizador de trinta segundos?;5e187324-5142-4f15-bf7d-3d25056f7200;['date']
236;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Inicia un temporizador de vinte minutos;57717efe-946f-4296-b091-3f85ea32edcb;['date']
237;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Comeza unha conta atrás de oito minutos e trinta segundos;c306df47-4203-4804-9c2e-6b2c1bb0e63f;['date']
238;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Pon un temporizador para a lavadora de dúas horas;bbed7e13-5ba5-4c05-8e20-f64ae3d05faf;['date']
239;74;18/08/2022 7:53;alarm;add_alarm;23/08/2022 8:29;Quero que me levantes ás oito e media os luns, os martes, os mércores e os xoves;0c405392-557c-4275-ad1b-caaafc0d3102;['date']
240;74;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Activa unha conta atrás de tres minutos;2218315f-6675-4fb7-9f17-3c2ba5fd7ec7;['date']
241;75;18/08/2022 7:53;alarm;add_alarm;18/08/2022 7:53;Temporizador de trinta e cinco minutos;377e85a7-cb89-4e0c-bb2a-5e92da852738;['date']
242;73;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Cancela a alarma;c9e17115-9f59-4fa3-9bc0-e104e90d353c;['alarm']
243;75;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Cancela tódalas alarmas;daf92908-1809-4ac3-97e9-4c90dbc70162;['alarm']
244;75;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Cancela a alarma do próximo mércores;d2229a03-9f8a-4dcb-8782-7efeaf78422c;['alarm']
245;74;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Desactiva as alarmas que teño as fins de semana;25db94d3-dfc8-4654-ba86-49f9c4c35fd6;['alarm']
246;76;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Cancela o temporizador;be101d4b-d3a0-4853-9c9a-7509d4e204e3;['alarm']
247;74;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Desactiva o temporizador, por favor;a2f0a3ee-637e-48d0-a31a-c41eab8d1843;['alarm']
248;74;18/08/2022 7:53;alarm;cancel_alarm;22/08/2022 10:57;Podes parar o temporizador?;b98eedde-dfac-4661-847f-2bcfa8da047e;['alarm']
249;76;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Quita tódalas alarmas do luns;0d464452-69d7-4d67-8b4c-7eec8527ff11;['alarm']
250;75;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Elimina a alarma das seis e media da mañá;31ac964a-a8a5-4a3e-90fd-ee23deedf148;['alarm']
251;74;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Cancela o temporizador da lavadora;9b869bae-bac5-443c-9ab3-50fd73677ced;['alarm']
252;74;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Para o temporizador;4a347638-ea10-47aa-80b2-fe3ce8a4a4e0;['alarm']
253;75;18/08/2022 7:53;alarm;cancel_alarm;18/08/2022 7:53;Poderías eliminar as alarmas que teño polas tardes?;ac4bc77a-d851-431a-9dc1-0f4bafe72e6a;['alarm']
254;75;18/08/2022 7:54;alarm;cancel_alarm;18/08/2022 7:54;Quita a alarma do domingo ás oito;f1861335-f2f1-4121-9fa8-0d0aac209102;['alarm']
255;73;18/08/2022 7:54;alarm;cancel_alarm;18/08/2022 7:54;Podes cancelar o temporizador?;41138788-7a9c-4dbf-bc00-76ba5d598e2d;['alarm']
256;74;18/08/2022 7:54;alarm;cancel_alarm;18/08/2022 7:54;Quero que desactives as alertas que teño pola mañá;e54e4d3d-6f02-440a-bc10-a81debece874;['alarm']
257;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Vai chover hoxe?;a013cb10-bc9b-4e30-b3d2-f46fe0b31a02;['place', ' date']
258;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Que temperatura vai facer esta semana?;d8914051-3a15-4d00-b4c6-eb8e2f62d0f0;['place', ' date']
259;74;18/08/2022 7:54;weather;check_weather;19/08/2022 15:27;Quero saber o tempo de hoxe;711d2692-809a-4067-a8c1-2a639e1d6433;['place', ' date']
260;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Cal será a temperatura hoxe o medio día?;a450460b-7a69-4940-b6b8-a5086f84c9d5;['place', ' date']
261;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Que tempo vai facer en Vigo esta fin de semana?;7b94a823-3215-41e2-a7b4-cfc46a8c05ac;['place', ' date']
262;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Dan tormenta en Santiago durante a semana?;6c4f95f6-0be6-4664-99e8-612f864953fb;['place', ' date']
263;74;18/08/2022 7:54;weather;check_weather;24/08/2022 14:19;Dime o tempo na Guarda o xoves que vén;9af96272-90d5-43d0-bc14-c62b9717998c;['place', ' date']
264;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Que tempo teremos na Coruña mañá?;67d430ee-a2e2-42e7-aedc-df26ee807f06;['place', ' date']
265;74;18/08/2022 7:54;weather;check_weather;22/08/2022 10:50;Que temperatura fará en Ourense a fin de semana?;820e5811-4171-4ced-97d8-9a307ddce400;['place', ' date']
266;75;18/08/2022 7:54;weather;check_weather;19/08/2022 15:29;Teño que levar un chuvasqueiro a Ferrol mañá?;de7c01f2-2306-4946-8ffb-cfe49aa0da3e;['place', ' date']
267;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Necesitarei chaqueta que abrigue mañá en Lugo?;b006e2f8-fffc-4504-9d30-356ade0dad87;['place', ' date']
268;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Dan moita calor en Ponteareas esta semana?;99e5527c-56b8-4e68-9506-07038a2377e4;['place', ' date']
269;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Quero saber se no Grove choverá hoxe e mañá;0dad2f90-b649-4eaa-9af2-2f5e1b31ff57;['place', ' date']
270;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Choverá algo en Pontevedra hoxe?;7420165b-f292-4485-8eda-e199df11f979;['place', ' date']
271;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Podes confirmarme se dan malo en Muxía este venres?;b7dca445-21dd-4277-bb7b-f7b59a999540;['place', ' date']
272;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Dan bo en Portomarín este mércores?;a212ea39-895b-4040-9e6b-a52ed1f6f2a4;['place', ' date']
273;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Fará moita calor en Paradela a próxima semana?;75069bc2-8080-4a03-af10-ce19adca4c7a;['place', ' date']
274;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Quero saber se en Tui vai chover durante esta semana;2f3adbd5-580d-44c0-bc3a-947d10a379be;['place', ' date']
275;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Fará bo en Verín durante a fin de semana?;3d8bd58c-3544-4487-ab56-c3743c3d3b46;['place', ' date']
276;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Dáme o tempo en Viveiro para o luns e o martes, por favor;d0b05785-9bfa-4347-84fb-e697f0094455;['place', ' date']
277;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Que tempo dan en Monforte de Lemos mañá?;5a9044d5-a346-41c2-b188-eac3d1bb143b;['place', ' date']
